customer_id,first_name,last_name,email,birth_date,gender,marital_status,income,credit_score,employment_status,education,state,zip_code,acquisition_date,risk_category
CUST003574,Tara,Sandoval,kmartinez@example.com,1944-02-09,Male,Single,80119,813,Retired,Bachelor's,TN,22694,2025-01-01,Medium
CUST003575,John,Hernandez,justin01@example.net,1965-05-05,Female,Married,25965,792,Self-employed,Bachelor's,MI,31626,2022-10-01,Low
CUST003576,Christopher,Rogers,brett96@example.net,1971-04-15,Male,Married,78009,850,Full-time,Master's,TX,24820,2021-05-02,Low
CUST003577,Paul,Russell,lisa52@example.com,1981-08-06,Female,Divorced,44446,769,Full-time,Bachelor's,MI,23504,2022-05-29,Low
CUST003578,Katherine,Crawford,patricia02@example.net,1980-01-05,Male,Single,56743,685,Full-time,Some College,WI,48117,2024-12-21,Low
CUST003579,Justin,Le,villasteven@example.net,1991-08-18,Male,Single,57096,704,Full-time,Some College,CA,78778,2022-04-23,Medium
CUST003580,Janet,Hill,ronald94@example.net,1984-10-30,Female,Married,36312,801,Full-time,Master's,IN,75239,2021-10-27,Low
CUST003581,Tina,Harper,johnsondaniel@example.net,1967-10-18,Female,Divorced,46055,800,Full-time,Master's,MA,92350,2024-10-18,Medium
CUST003582,Jessica,Reynolds,sheila63@example.com,1986-04-14,Female,Single,83182,768,Full-time,Bachelor's,AZ,48219,2020-03-09,Low
CUST003583,Kimberly,Phillips,melissalopez@example.net,1968-07-04,Male,Married,39057,740,Part-time,Some College,GA,95450,2025-01-07,Medium
CUST003584,Christopher,Moore,panderson@example.com,2002-01-15,Female,Single,55611,720,Full-time,Bachelor's,IN,53597,2022-05-07,High
CUST003585,Michael,Green,alvarezelizabeth@example.org,1992-04-07,Female,Married,61188,784,Self-employed,Some College,IN,39044,2021-10-27,High
CUST003586,Michele,Valdez,daniel30@example.com,1964-01-04,Male,Single,63024,739,Full-time,Master's,TN,67248,2022-06-26,High
CUST003587,Deborah,Woodward,jorgecobb@example.net,2001-09-01,Female,Married,29936,637,Full-time,Some College,MI,58838,2024-01-19,High
CUST003588,Kimberly,Garcia,smithdanielle@example.com,1950-09-23,Male,Married,43138,733,Full-time,Master's,OH,54132,2022-03-02,Low
CUST003589,Amber,Brown,vanessa17@example.org,1980-01-19,Male,Single,95345,692,Full-time,Master's,NC,70794,2020-10-31,High
CUST003590,Donald,Ruiz,jamescortez@example.org,1976-02-04,Female,Married,66784,780,Full-time,Bachelor's,IN,46530,2021-01-07,Low
CUST003591,Molly,Keller,jeromearnold@example.org,1956-12-11,Male,Married,25000,680,Retired,High School,IL,23437,2020-10-02,Low
CUST003592,Angela,Campbell,thomas28@example.org,1964-10-30,Male,Married,30953,782,Full-time,Bachelor's,MD,47413,2023-06-08,Low
CUST003593,Zoe,Garza,anthony41@example.org,1990-08-08,Female,Married,87469,796,Part-time,Master's,IL,95697,2024-10-30,Medium
CUST003594,Karen,Adams,perezpamela@example.org,1997-02-28,Female,Married,95743,850,Full-time,Master's,MA,92845,2025-06-10,Medium
CUST003595,Darrell,Sanchez,mckenziesonya@example.com,1971-04-21,Male,Single,36923,809,Unemployed,Doctorate,NY,25960,2024-12-03,Low
CUST003596,Lucas,Chan,kpennington@example.net,1971-03-11,Male,Married,25000,726,Full-time,Trade School,OH,70049,2021-11-24,High
CUST003597,Brittany,Mclean,moodysamuel@example.org,1958-09-16,Female,Divorced,76014,824,Retired,Some College,MI,84328,2022-09-28,Low
CUST003598,Isabella,Ortega,chawkins@example.net,1971-08-14,Male,Married,25000,749,Full-time,High School,VA,61365,2022-09-03,High
CUST003599,Alexandria,Johnson,yorkandrew@example.com,1987-02-28,Female,Single,71942,717,Full-time,Bachelor's,MI,13913,2020-11-13,Medium
CUST003600,Christy,Kent,john19@example.com,1987-06-10,Male,Married,44616,773,Full-time,Master's,IL,17048,2024-06-28,Low
CUST003601,Kristin,Dixon,spearsjose@example.com,1985-09-10,Other,Married,81347,810,Part-time,Bachelor's,NC,73333,2023-04-08,Low
CUST003602,Robert,Gibson,andreathompson@example.net,1971-12-12,Male,Married,26244,690,Full-time,Some College,NY,67339,2020-02-12,Medium
CUST003603,Emily,House,andrewwalker@example.com,2006-09-06,Female,Single,25000,650,Self-employed,Some College,VA,65738,2021-11-22,Medium
CUST003604,Tina,Hansen,nunezjeremy@example.net,1940-07-03,Female,Married,48727,850,Retired,Bachelor's,OH,77202,2021-07-01,Low
CUST003605,Kendra,Contreras,walkerdonna@example.net,1976-03-31,Male,Married,113685,781,Full-time,Bachelor's,TX,94705,2020-04-07,Medium
CUST003606,Sean,Velazquez,lynnpowell@example.net,1977-01-03,Female,Married,59699,735,Full-time,Master's,TN,02302,2021-12-17,High
CUST003607,Luis,Rivera,susan75@example.net,1966-06-04,Female,Single,27543,765,Full-time,Some College,FL,75495,2021-10-30,Low
CUST003608,Kevin,Tate,jacob06@example.net,1942-11-04,Male,Single,95183,731,Retired,Master's,FL,56852,2025-05-16,Medium
CUST003609,Ashley,Williams,michael28@example.net,1968-02-22,Male,Single,77831,809,Full-time,Bachelor's,OH,71702,2023-01-27,Low
CUST003610,Ruben,Bennett,pricerobert@example.org,1979-01-31,Male,Single,35363,643,Full-time,High School,TN,31110,2025-03-19,High
CUST003611,Shaun,Hill,fenglish@example.com,1987-11-03,Female,Married,39254,748,Full-time,Master's,OH,42227,2021-02-09,Low
CUST003612,Douglas,Perry,robertcastro@example.com,1951-06-20,Male,Single,40718,763,Student,High School,MO,77538,2025-02-21,Medium
CUST003613,Rachel,Brown,jeffrey08@example.com,1988-03-16,Male,Single,54981,733,Full-time,Bachelor's,NC,25988,2025-04-16,Low
CUST003614,Timothy,Ross,daniellesweeney@example.com,1965-02-13,Female,Single,25569,756,Full-time,Some College,WI,35805,2025-03-12,Low
CUST003615,Kevin,Ayala,lheath@example.com,1975-03-04,Male,Married,25000,672,Unemployed,High School,IL,01700,2022-03-13,Low
CUST003616,Amanda,Leonard,juliesantana@example.org,1965-10-04,Female,Single,42990,679,Full-time,High School,MD,28365,2024-07-11,Medium
CUST003617,Kevin,Smith,hillshawn@example.org,1965-07-21,Male,Single,25000,760,Unemployed,Bachelor's,TN,40846,2020-10-21,Medium
CUST003618,Daniel,Rivera,sherisanders@example.org,1973-01-08,Male,Married,64217,799,Part-time,Bachelor's,IN,43443,2021-05-09,Low
CUST003619,Amanda,Stewart,meghan90@example.com,1976-02-10,Female,Married,42902,715,Unemployed,Bachelor's,WI,23322,2021-05-03,High
CUST003620,Mary,Hart,rsmith@example.org,1975-03-13,Female,Single,25000,706,Full-time,Bachelor's,TN,48856,2024-10-19,High
CUST003621,Shannon,Allen,jeffreythomas@example.com,1976-09-05,Male,Married,60079,737,Full-time,Trade School,CA,89060,2020-10-06,Medium
CUST003622,Carol,Howard,melindamorris@example.net,1948-07-04,Female,Divorced,36105,812,Retired,Bachelor's,IN,18759,2023-05-12,Low
CUST003623,Alicia,Perez,andrew29@example.com,1963-12-14,Female,Single,25000,634,Full-time,High School,MI,51921,2021-12-26,Medium
CUST003624,Ivan,Macias,ramoscory@example.com,1974-12-26,Female,Married,67155,777,Full-time,Bachelor's,WI,21075,2021-05-21,Low
CUST003625,Caroline,Calderon,turnerrichard@example.net,2001-07-31,Male,Single,40340,722,Part-time,Some College,IN,23678,2021-09-16,High
CUST003626,Rebecca,Howard,brittanyyoder@example.com,1970-08-02,Male,Divorced,116278,850,Full-time,Master's,FL,79684,2023-12-14,Low
CUST003627,Jason,Garrison,fostervalerie@example.com,1958-11-12,Male,Married,58570,748,Full-time,Trade School,WA,99004,2024-02-18,Medium
CUST003628,Antonio,Lewis,brendaporter@example.com,1950-01-16,Female,Married,41117,795,Retired,High School,AZ,70183,2025-02-14,Medium
CUST003629,Kimberly,Nicholson,lopezbrandon@example.org,1978-08-24,Male,Married,32526,701,Full-time,High School,FL,88505,2020-04-21,Low
CUST003630,Brenda,Rodriguez,dawnlewis@example.net,1974-07-19,Male,Married,108696,782,Part-time,Doctorate,GA,30083,2023-08-14,Medium
CUST003631,Tracy,Freeman,smithdebbie@example.org,2001-04-29,Female,Married,42019,598,Self-employed,Master's,GA,93396,2021-01-03,High
CUST003632,Bonnie,Peterson,bennettjack@example.com,1984-12-03,Male,Married,25000,670,Full-time,Master's,WI,49859,2023-12-16,High
CUST003633,Jennifer,Rhodes,vbrown@example.com,2001-03-24,Male,Divorced,54733,665,Part-time,Doctorate,MD,46887,2025-03-08,High
CUST003634,Tara,Parker,nriley@example.org,2007-06-28,Male,Married,25000,604,Student,Master's,CO,30241,2021-07-14,Medium
CUST003635,Aaron,Bauer,jessica32@example.net,1970-05-17,Male,Single,31399,683,Self-employed,Bachelor's,TN,31215,2024-09-01,Medium
CUST003636,Christopher,Cruz,yowens@example.net,1995-01-24,Male,Single,27815,704,Full-time,High School,OH,10392,2022-11-22,Low
CUST003637,Justin,Bennett,pgross@example.com,1977-12-08,Female,Married,63146,675,Unemployed,Some College,IL,02185,2023-07-17,High
CUST003638,Kimberly,Wilson,sierra53@example.net,1969-07-04,Male,Single,40241,744,Full-time,High School,AZ,81015,2021-08-10,High
CUST003639,Holly,Garcia,santiagoterri@example.com,1969-05-07,Female,Married,44936,641,Part-time,Some College,GA,55645,2025-02-23,Medium
CUST003640,Jennifer,Morgan,gregory76@example.org,1969-02-23,Male,Single,52044,761,Full-time,Some College,VA,16887,2023-03-05,Medium
CUST003641,Anthony,Johnston,underwooddeborah@example.com,1982-03-24,Female,Single,58362,685,Full-time,Some College,MI,72255,2021-01-24,Medium
CUST003642,Brian,Bates,moorejohn@example.net,1975-05-05,Male,Married,25198,801,Full-time,High School,WI,15427,2021-10-20,Low
CUST003643,Peter,Garrett,ojohnson@example.com,1962-02-20,Female,Single,32559,820,Full-time,Bachelor's,WA,83418,2023-03-16,Low
CUST003644,Ronald,Rogers,edwardsutton@example.org,1995-05-03,Female,Single,25000,704,Full-time,Bachelor's,WI,71168,2022-05-03,Medium
CUST003645,Michael,Moore,nicholasreid@example.net,2007-02-21,Male,Married,52475,745,Full-time,Bachelor's,MD,37788,2023-08-05,Medium
CUST003646,Deborah,Richardson,rhondamiller@example.com,1982-09-07,Female,Married,58140,735,Full-time,Master's,IN,20453,2022-01-20,Medium
CUST003647,Catherine,Lee,johnsonjulie@example.com,2007-07-04,Male,Single,146349,850,Part-time,Master's,MI,44626,2022-04-10,Low
CUST003648,Kendra,Sanchez,morganwarner@example.org,1991-01-02,Female,Married,25000,613,Full-time,Master's,TX,27656,2021-03-16,Medium
CUST003649,Douglas,Kim,njames@example.org,1970-06-01,Female,Married,25000,706,Full-time,Some College,WA,63251,2020-10-13,Medium
CUST003650,Kari,Nichols,dakota83@example.net,2005-04-15,Female,Single,88572,715,Unemployed,Some College,VA,65634,2021-02-13,Low
CUST003651,Robert,Hudson,paula82@example.org,2000-11-04,Female,Single,33485,677,Full-time,Bachelor's,OH,12854,2022-01-03,Medium
CUST003652,Corey,Hill,olsenlinda@example.org,1982-12-07,Male,Single,33431,708,Full-time,Master's,TN,92294,2025-04-26,High
CUST003653,Ronnie,Carter,ywallace@example.org,1959-02-14,Male,Married,40686,681,Part-time,Bachelor's,AZ,48840,2023-11-16,High
CUST003654,Bryce,Thomas,victoriastewart@example.com,1964-01-14,Male,Single,66705,790,Full-time,Bachelor's,VA,29416,2022-09-02,High
CUST003655,Suzanne,Browning,xclements@example.net,1981-10-26,Female,Married,39017,749,Full-time,Master's,NC,51914,2020-12-02,Medium
CUST003656,Lee,Potter,qmadden@example.net,1980-07-24,Female,Divorced,53968,734,Full-time,High School,CA,58341,2023-06-23,Low
CUST003657,William,Chapman,fredolsen@example.net,1975-10-01,Female,Married,31059,751,Part-time,Doctorate,PA,38246,2020-03-10,High
CUST003658,Jean,Rivas,parkercolleen@example.com,1954-09-26,Male,Married,25000,759,Self-employed,Bachelor's,NC,01262,2024-08-28,Low
CUST003659,Susan,Lane,imurphy@example.com,1971-02-04,Male,Married,41808,802,Part-time,High School,VA,14900,2022-08-20,High
CUST003660,Douglas,Chambers,wcannon@example.com,1987-08-24,Male,Married,69195,740,Part-time,Master's,AZ,55274,2022-08-21,Low
CUST003661,Jennifer,White,jodipark@example.net,1969-01-19,Male,Married,27330,846,Part-time,High School,WA,58284,2022-10-19,Low
CUST003662,Breanna,Lewis,michelle12@example.net,1992-09-17,Female,Single,136214,850,Part-time,Master's,NC,14951,2024-11-22,Medium
CUST003663,Kevin,Melton,rachel22@example.org,1980-08-05,Female,Single,51125,714,Part-time,Some College,TX,38866,2024-11-16,Medium
CUST003664,Patricia,Murray,mitchellmichael@example.com,2003-11-08,Male,Married,48481,690,Part-time,Bachelor's,MI,95271,2021-06-26,High
CUST003665,Ashley,Hodge,nathanielshields@example.com,1995-02-14,Female,Married,47388,691,Unemployed,High School,TX,92004,2020-11-24,Low
CUST003666,Diana,Stevens,jerrycarr@example.org,1959-03-23,Female,Single,53376,739,Retired,Some College,NC,12770,2021-03-22,Low
CUST003667,Kelly,Peters,kimlee@example.net,1958-10-01,Female,Single,89656,850,Retired,Doctorate,WA,96332,2021-03-31,Low
CUST003668,Nicole,Steele,levi67@example.com,1955-01-31,Female,Married,39189,809,Retired,Master's,VA,96163,2024-09-14,Low
CUST003669,Sean,Foster,qmccoy@example.org,1989-06-28,Female,Married,43527,653,Full-time,High School,CA,68687,2020-11-15,Low
CUST003670,Ronald,Smith,hintonnicole@example.org,1963-10-04,Male,Single,31551,806,Full-time,Bachelor's,OH,04048,2024-06-19,Low
CUST003671,Lorraine,Randall,wesley42@example.com,2007-07-04,Female,Single,25000,681,Unemployed,High School,MD,33678,2022-06-23,Medium
CUST003672,Kerri,Kane,jamesmullins@example.com,1962-02-09,Male,Married,37537,817,Full-time,High School,MO,59661,2021-06-01,Low
CUST003673,Emma,James,sheenavazquez@example.net,1970-01-17,Male,Single,25000,662,Full-time,Some College,IN,53646,2024-02-05,High
CUST003674,Victor,Singh,terrypatrick@example.com,1984-02-18,Male,Married,32601,747,Self-employed,Master's,IL,84402,2023-11-26,Low
CUST003675,Erica,Obrien,pamela92@example.org,1978-04-22,Female,Single,47583,668,Full-time,High School,TN,74201,2021-08-13,Medium
CUST003676,Tricia,Stark,ashley01@example.org,1958-12-08,Male,Married,25000,825,Retired,Doctorate,WI,19581,2021-07-22,Low
CUST003677,Jose,Wood,odonnellsarah@example.com,2003-12-08,Other,Single,51588,719,Full-time,Some College,FL,07043,2020-09-18,High
CUST003678,Mallory,Costa,jonesrachel@example.com,2007-07-04,Female,Married,29802,704,Student,Bachelor's,MD,51816,2023-12-20,High
CUST003679,Daniel,Cooper,fernandezbrandon@example.net,1980-09-07,Female,Married,50374,788,Full-time,Bachelor's,TX,96674,2021-07-29,Low
CUST003680,William,Fowler,mitchelldanielle@example.org,1968-11-16,Male,Single,34500,803,Full-time,Bachelor's,PA,37443,2022-12-19,Low
CUST003681,Bryan,Allen,richard85@example.org,1971-10-01,Other,Single,25000,802,Self-employed,High School,MA,90561,2020-07-12,Low
CUST003682,Jason,Rivera,hilldebbie@example.com,1963-11-02,Male,Married,26713,698,Full-time,Master's,WI,41171,2021-08-03,Medium
CUST003683,Stephen,Bell,gonzalezclaudia@example.org,2007-07-04,Female,Single,25000,646,Student,Some College,WA,14015,2024-02-22,High
CUST003684,Sandra,Black,patrick71@example.com,1998-11-15,Female,Divorced,25000,713,Part-time,Bachelor's,MA,59588,2020-11-19,Medium
CUST003685,Ana,Johnson,mooresteven@example.net,1990-09-06,Male,Single,25000,655,Full-time,Bachelor's,IL,13963,2022-11-13,Medium
CUST003686,Richard,Obrien,timothygarcia@example.org,1969-07-10,Male,Divorced,45522,779,Full-time,High School,NC,14486,2020-06-17,Medium
CUST003687,Michael,Reilly,hpollard@example.com,1979-05-20,Female,Divorced,25000,693,Part-time,Some College,MO,15288,2023-06-22,High
CUST003688,Christopher,Duncan,lgonzales@example.net,1962-06-06,Female,Married,41387,758,Full-time,Bachelor's,TX,93930,2021-07-16,Low
CUST003689,Adrienne,Beck,robertalvarez@example.org,2003-08-16,Female,Married,30229,726,Full-time,High School,AZ,94796,2023-02-05,Low
CUST003690,Manuel,Johnson,nicholasscott@example.net,1972-10-03,Female,Married,69084,800,Full-time,Bachelor's,WI,71164,2021-05-18,Low
CUST003691,Carl,Bailey,scott28@example.com,1974-07-04,Female,Married,46890,745,Full-time,Some College,IL,32864,2023-04-16,Low
CUST003692,Michael,Allen,bethwatkins@example.net,1999-08-23,Female,Married,110430,778,Full-time,Bachelor's,TX,21878,2020-01-29,High
CUST003693,Justin,Hughes,clintonwhitehead@example.net,1986-08-02,Female,Single,29643,785,Full-time,Some College,CO,63674,2022-02-26,Low
CUST003694,Matthew,Williams,amber46@example.com,1987-10-04,Male,Married,40249,638,Self-employed,Some College,TX,72335,2021-07-13,Medium
CUST003695,Todd,Melton,briggskimberly@example.org,1978-09-30,Male,Married,39064,772,Full-time,Bachelor's,AZ,20374,2023-01-11,Medium
CUST003696,Kristina,Peterson,rachelmurray@example.com,2000-02-12,Male,Married,30727,741,Full-time,Bachelor's,TX,99322,2022-07-18,High
CUST003697,Patrick,Watkins,jonathanjones@example.com,1963-02-12,Female,Married,25000,778,Full-time,High School,CA,97317,2022-05-14,Medium
CUST003698,Jennifer,Martin,nancywood@example.com,1948-03-25,Female,Married,25000,850,Part-time,High School,MD,56399,2020-06-16,Medium
CUST003699,Daniel,Allen,ameyers@example.net,2006-12-16,Male,Single,25000,635,Full-time,High School,CO,74465,2021-04-04,High
CUST003700,Sandra,Martinez,fowlerkathy@example.org,1964-04-03,Male,Married,82970,850,Full-time,Master's,WA,73320,2022-02-21,Low
CUST003701,Michelle,Kirk,eleon@example.com,1980-09-14,Female,Single,67945,735,Full-time,Doctorate,FL,98398,2024-11-16,Low
CUST003702,Stephanie,Wilson,donald27@example.net,1983-02-09,Female,Single,87606,776,Full-time,Master's,AZ,66555,2023-07-27,Medium
CUST003703,Sandra,Gonzalez,smithrebecca@example.org,1990-01-08,Female,Married,30794,696,Full-time,Master's,PA,10093,2023-03-25,High
CUST003704,Brandon,Thomas,donald44@example.com,1947-01-01,Female,Married,99148,814,Retired,Master's,WI,28892,2023-09-21,Medium
CUST003705,Pamela,Brandt,joanne77@example.com,1981-12-05,Female,Married,25000,707,Full-time,Some College,VA,12813,2025-05-04,Medium
CUST003706,Katherine,Flowers,rmichael@example.net,1967-05-12,Male,Divorced,36374,850,Full-time,Some College,MO,76858,2024-03-20,Low
CUST003707,Crystal,Rodriguez,jenna65@example.com,1997-04-02,Male,Divorced,152550,818,Full-time,Master's,MO,53275,2020-01-31,Low
CUST003708,Kayla,Russell,lawsonjennifer@example.com,1974-12-23,Female,Single,44411,688,Full-time,Trade School,NC,69184,2021-03-16,Medium
CUST003709,Melissa,Lee,allen95@example.org,1981-01-09,Female,Single,31103,667,Full-time,High School,CO,21666,2025-06-03,Medium
CUST003710,Sharon,Franco,valeriejames@example.net,1973-05-28,Male,Married,60869,743,Full-time,Trade School,TX,48280,2020-04-20,Medium
CUST003711,James,Ellis,susanwhite@example.org,1969-01-08,Female,Married,112908,771,Full-time,Doctorate,OH,76451,2021-03-02,Low
CUST003712,Charles,Green,ellismichael@example.com,1985-01-14,Other,Married,39374,729,Unemployed,Bachelor's,OH,63184,2022-12-28,Medium
CUST003713,Emily,Fisher,cookkristina@example.net,1952-07-30,Male,Divorced,53727,810,Retired,High School,TN,15481,2023-04-16,Low
CUST003714,Christopher,Duffy,mcgeecole@example.org,2007-07-04,Female,Single,33155,845,Student,Trade School,CA,52532,2021-08-03,Medium
CUST003715,Jeanne,Blankenship,gsmith@example.org,2007-07-04,Male,Married,30533,644,Full-time,Trade School,CO,18136,2021-12-27,High
CUST003716,Richard,Castro,elizabethkirk@example.com,1976-05-06,Female,Single,50514,665,Unemployed,Bachelor's,AZ,78865,2025-03-22,High
CUST003717,Stephen,Hawkins,jeffreyroberts@example.net,1993-02-26,Male,Married,74368,743,Full-time,Bachelor's,WA,94051,2020-02-18,Low
CUST003718,Jamie,Vasquez,greenedaniel@example.net,1954-10-11,Female,Married,26915,666,Full-time,High School,IL,53312,2024-04-27,High
CUST003719,Thomas,Davis,patrick86@example.net,1981-08-06,Male,Divorced,65114,788,Part-time,Doctorate,IN,51270,2024-08-15,Low
CUST003720,Melissa,Shelton,lisajohnson@example.org,1960-10-02,Female,Married,25000,755,Full-time,Some College,CO,12509,2022-12-11,Low
CUST003721,Sherri,Herring,lisarussell@example.com,1975-01-10,Female,Single,25000,722,Unemployed,Bachelor's,WI,19670,2023-03-02,Medium
CUST003722,Kimberly,Thomas,qryan@example.net,1962-02-21,Female,Married,25000,736,Full-time,Some College,VA,22317,2025-05-09,High
CUST003723,Vanessa,Jimenez,kellywilliams@example.org,1987-06-08,Female,Divorced,25000,676,Full-time,Some College,NY,90836,2023-12-23,High
CUST003724,Nicole,Leonard,andrewmyers@example.org,1975-09-23,Female,Single,32421,774,Full-time,Trade School,GA,11820,2024-01-25,Low
CUST003725,Kevin,Francis,floresbridget@example.net,1986-10-18,Female,Married,98065,850,Full-time,Bachelor's,CO,44792,2024-11-20,Low
CUST003726,Joshua,Holloway,zrich@example.net,1972-08-05,Female,Divorced,25000,776,Full-time,High School,PA,27097,2022-03-20,Medium
CUST003727,Jessica,Koch,vanessaflores@example.com,2000-07-12,Male,Married,50490,760,Student,Master's,TX,86412,2021-07-05,Medium
CUST003728,Renee,James,lisadavis@example.org,1953-09-02,Male,Single,51065,850,Student,Bachelor's,OH,07954,2022-05-01,Low
CUST003729,Jennifer,Lawrence,cameronramos@example.org,1975-10-27,Female,Single,29191,666,Full-time,Bachelor's,OH,95805,2023-11-08,Medium
CUST003730,Adam,Shepard,thompsondawn@example.org,1988-10-08,Male,Married,25000,639,Full-time,Trade School,IL,44531,2023-04-18,Low
CUST003731,Holly,Ramirez,amy92@example.net,1994-08-24,Female,Married,34968,719,Full-time,Some College,VA,90015,2021-04-10,High
CUST003732,Brent,Singh,mcleanjasmin@example.net,1991-07-14,Female,Married,115830,755,Full-time,Bachelor's,WA,58629,2021-02-19,Medium
CUST003733,Robert,Davis,ilong@example.net,1961-05-13,Female,Married,49471,850,Full-time,Master's,CA,03742,2022-05-31,Low
CUST003734,William,Cochran,tracicraig@example.com,2007-07-04,Female,Married,25000,694,Full-time,Bachelor's,MO,68647,2022-03-28,Low
CUST003735,Carl,Farrell,kimberly47@example.org,1995-08-12,Female,Married,26727,743,Full-time,Some College,TN,46046,2024-10-19,Low
CUST003736,Rhonda,Robinson,johnsonmichael@example.net,1972-11-18,Female,Single,53646,800,Full-time,Bachelor's,NY,28300,2020-01-19,Low
CUST003737,Emily,Harmon,atkinsryan@example.org,1981-08-13,Male,Divorced,25725,813,Full-time,Bachelor's,NC,79755,2023-11-26,Medium
CUST003738,Seth,Gordon,codyrichards@example.org,2000-07-14,Female,Married,32582,772,Full-time,High School,VA,98411,2024-04-01,Low
CUST003739,Kyle,Contreras,thomasrussell@example.com,1981-10-02,Male,Married,39125,789,Full-time,Master's,TX,85388,2020-12-10,Medium
CUST003740,Anthony,Chandler,bburnett@example.com,2007-07-04,Male,Married,39631,622,Part-time,Bachelor's,TX,90951,2023-08-06,High
CUST003741,Michelle,Hicks,isanders@example.net,1962-11-19,Female,Divorced,25000,745,Full-time,High School,FL,70070,2020-12-14,Low
CUST003742,Amy,Rubio,bmcintosh@example.net,1998-08-12,Male,Divorced,25000,677,Full-time,Some College,CA,69440,2023-04-12,High
CUST003743,Rebecca,Estrada,millerdiana@example.net,1991-05-29,Male,Single,43278,801,Student,Bachelor's,TN,21664,2021-11-25,Medium
CUST003744,Steve,Morales,jackreynolds@example.com,1983-05-19,Female,Widowed,42999,745,Student,Some College,MO,67966,2020-07-01,Low
CUST003745,Mariah,Robertson,sethsanders@example.com,1965-03-31,Female,Married,26058,791,Full-time,Bachelor's,NY,43081,2022-05-13,Medium
CUST003746,Gary,Pierce,fordbeverly@example.org,1962-04-06,Male,Married,81430,850,Self-employed,Some College,MA,42180,2021-10-23,Low
CUST003747,Ariana,Rodriguez,matthew77@example.com,1953-08-07,Male,Married,37366,731,Part-time,Bachelor's,NY,20462,2024-04-28,Medium
CUST003748,Ryan,Villegas,bjames@example.net,1992-02-27,Female,Single,55422,725,Part-time,Bachelor's,MI,25137,2024-10-02,Low
CUST003749,Rhonda,Wood,stewartsandra@example.net,1993-12-09,Female,Married,57333,682,Full-time,Master's,PA,38630,2021-06-20,Low
CUST003750,David,Alexander,jrivera@example.net,1983-09-30,Male,Single,90371,700,Self-employed,Doctorate,MA,25204,2021-01-07,High
CUST003751,Ashley,Ashley,brittanyrush@example.com,1986-07-03,Male,Married,36226,736,Full-time,Some College,MI,52468,2022-02-16,Low
CUST003752,Michael,Davis,hmiller@example.com,1990-12-08,Female,Married,52176,850,Part-time,Some College,PA,69390,2022-03-16,Low
CUST003753,Roy,Brown,kim09@example.org,1959-07-07,Male,Married,48765,780,Retired,Doctorate,TX,34827,2023-09-01,Low
CUST003754,Joseph,Padilla,alexandrawest@example.com,1973-11-03,Female,Married,29601,769,Part-time,Some College,MD,46321,2024-06-08,Low
CUST003755,Danielle,Riddle,dawnschroeder@example.net,1977-11-05,Female,Married,50295,729,Full-time,Bachelor's,FL,26214,2023-09-20,Medium
CUST003756,Andrew,Garcia,matthewsmith@example.net,1993-04-06,Male,Married,48355,711,Full-time,Master's,IL,66977,2021-09-12,High
CUST003757,Peter,Garrett,khill@example.org,1982-05-12,Female,Single,27473,719,Part-time,Bachelor's,PA,53126,2023-07-31,Medium
CUST003758,Dorothy,Burke,wendymartin@example.org,1955-10-23,Female,Single,59538,794,Unemployed,Some College,OH,53988,2021-04-15,Low
CUST003759,Cassandra,Nicholson,cruzolivia@example.org,1991-01-05,Male,Single,60519,721,Unemployed,Master's,MI,65837,2021-01-17,High
CUST003760,Danielle,Smith,lisafloyd@example.com,1982-02-06,Male,Divorced,99864,797,Full-time,Doctorate,GA,85856,2024-07-11,Medium
CUST003761,Jennifer,Taylor,ecox@example.net,1996-02-20,Male,Single,46134,706,Full-time,Bachelor's,NC,83739,2023-02-13,Low
CUST003762,Keith,Johnson,troy14@example.com,1987-05-20,Female,Married,30248,750,Full-time,High School,TX,51753,2022-05-09,Low
CUST003763,Sophia,Woodward,rachel74@example.org,2007-07-04,Male,Divorced,26661,622,Part-time,Some College,NC,94920,2021-05-26,High
CUST003764,Omar,Leach,michaeltorres@example.com,1988-07-22,Female,Married,99869,671,Full-time,Bachelor's,MA,29188,2021-11-15,Medium
CUST003765,Jonathan,Ramsey,oscar68@example.net,1975-02-25,Female,Married,48221,777,Full-time,Bachelor's,NY,87357,2021-11-04,Low
CUST003766,Mackenzie,Gomez,elizabethbrennan@example.net,1990-11-02,Male,Married,68591,764,Full-time,Master's,IN,26492,2023-09-26,Medium
CUST003767,Kristin,Hoffman,donnamcintosh@example.net,1982-06-17,Male,Married,62199,698,Part-time,Bachelor's,MI,72201,2024-03-07,Low
CUST003768,Shirley,Soto,ncollier@example.com,1983-06-13,Female,Single,68367,697,Full-time,Master's,CA,51833,2020-11-13,Medium
CUST003769,Maria,Holmes,ericvalencia@example.com,1958-11-28,Male,Single,25000,816,Self-employed,Bachelor's,GA,62466,2023-07-01,Low
CUST003770,Michael,Ruiz,john69@example.net,1995-04-09,Female,Divorced,25000,680,Full-time,Some College,MI,29132,2021-02-09,Medium
CUST003771,Diane,Banks,john69@example.net,1964-12-18,Male,Divorced,25000,700,Full-time,High School,IL,44700,2023-07-12,High
CUST003772,Michelle,Johnson,hineskrystal@example.com,1982-08-03,Male,Single,52472,809,Full-time,Bachelor's,MO,08309,2021-05-05,Low
