customer_id,customer_tenure_years,annualized_premium,retention_probability,adjusted_retention_probability,expected_lifetime_years,risk_premium_multiplier,predicted_annual_premium,customer_lifetime_premium_value,clpv_segment,satisfaction_adjustment,payment_reliability_adjustment,avg_satisfaction_score,satisfaction_resolution_rate,first_name,last_name,risk_category,total_premium
CUST003265,0.5503080082135524,100817.90410447761,0.65,0.5850000000000001,2.3775000000000004,1.2,120981.48492537312,287633.48041007464,High Value,1.0,0.9,3.5,1.0,Wayne,Pennington,High,55480.9
CUST003270,1.6317590691307324,28126.425566275168,0.85,0.8797499999999999,2.819625,0.9,25313.78300964765,71375.37541857775,High Value,1.15,0.9,4.0,1.0,Erik,Hernandez,Low,45895.55
CUST003273,1.7166324435318274,39471.3383492823,0.65,0.5850000000000001,2.3775000000000004,1.2,47365.60601913876,112611.72831050241,High Value,1.0,0.9,3.5,1.0,Christopher,Barnes,High,67757.78
CUST003274,2.1793292265571527,27048.446504396987,0.75,0.675,2.5125,1.0,27048.446504396987,67959.22184229744,High Value,1.0,0.9,3.5,1.0,Carol,Kline,Medium,58947.47
CUST003281,0.6844626967830253,87504.57882,0.75,0.5400000000000001,2.3100000000000005,1.0,87504.57882,202135.57707420003,High Value,0.8,0.9,2.5,0.0,Michael,Smith,Medium,59893.619999999995
CUST003284,0.7501711156741958,29033.629187956205,0.65,0.468,2.202,1.2,34840.35502554745,76718.46176625548,High Value,0.8,0.9,2.0,0.0,Jonathan,Molina,High,21780.190000000002
CUST003287,0.11498973305954825,457943.4928571429,0.85,0.95,2.925,0.9,412149.1435714286,1205536.2449464286,High Value,1.15,1.1,4.0,1.0,Joshua,Joseph,Low,52658.8
CUST003289,2.5927446954141,51948.53555702218,0.75,0.675,2.5125,1.0,51948.53555702218,130520.69558701824,High Value,1.0,0.9,3.5,1.0,Justin,Jones,Medium,134689.29
CUST003290,3.167693360711841,28710.512554019013,0.75,0.6075,2.41125,1.0,28710.512554019013,69228.22339587835,High Value,0.9,0.9,3.0,1.0,Dennis,Williams,Medium,90946.09999999999
CUST003299,0.02737850787132101,92429.06925000002,0.85,0.8415000000000001,2.7622500000000003,0.9,83186.16232500001,229780.9768822313,High Value,0.9,1.1,3.0,0.0,Brandon,Werner,Low,2530.57
CUST003316,1.267624914442163,78644.65179265659,0.75,0.77625,2.6643749999999997,1.0,78644.65179265659,209538.84412005937,High Value,1.15,0.9,4.0,0.5,Steve,Lee,Medium,99691.92
CUST003324,1.483915126625599,33090.78741697417,0.75,0.77625,2.6643749999999997,1.0,33090.78741697417,88166.26672410054,High Value,1.15,0.9,4.333333333333333,0.6666666666666666,Jennifer,Harvey,Medium,49103.92
CUST003330,1.7138945927446954,41571.640579073486,0.65,0.5265000000000001,2.28975,1.2,49885.96869488818,114226.39681912021,High Value,0.9,0.9,3.3333333333333335,1.0,Julia,Keller,High,71249.41
CUST003335,0.7008898015058179,64647.19546875001,0.75,0.6075,2.41125,1.0,64647.19546875001,155880.55007402346,High Value,0.9,0.9,3.0,0.75,Angela,Riddle,Medium,45310.560000000005
CUST003336,0.8240930869267625,80538.68070598006,0.75,0.675,2.5125,1.0,80538.68070598006,202353.43527377493,High Value,1.0,0.9,3.5,1.0,David,Lyons,Medium,66371.37
CUST003341,3.3867214236824092,32882.202599029915,0.75,0.8250000000000001,2.7375,1.0,32882.202599029915,90015.02961484439,High Value,1.0,1.1,3.5,1.0,Erika,Alvarez,Medium,111362.86
CUST003343,1.0841889117043122,30618.27107954545,0.75,0.77625,2.6643749999999997,1.0,30618.27107954545,81578.55600756391,High Value,1.15,0.9,4.0,1.0,Karen,Roberts,Medium,33195.99
CUST003344,0.03285420944558522,278199.9675,0.75,0.6600000000000001,2.49,1.0,278199.9675,692717.9190750001,High Value,0.8,1.1,2.0,1.0,Barbara,Fisher,Medium,9140.04
CUST003349,2.116358658453114,35871.25920116429,0.75,0.6075,2.41125,1.0,35871.25920116429,86494.5737488074,High Value,0.9,0.9,3.0,0.3333333333333333,Jessica,Eaton,Medium,75916.45
CUST003351,4.388774811772758,24702.192445414854,0.65,0.5850000000000001,2.3775000000000004,1.2,29642.63093449782,70475.35504676859,High Value,1.0,0.9,3.5,1.0,Linda,Young,High,108412.36000000002
CUST003352,0.35592060232717315,160904.81873076924,0.75,0.77625,2.6643749999999997,1.0,160904.81873076924,428710.77640579327,High Value,1.15,0.9,5.0,0.0,Matthew,Barker,Medium,57269.34
CUST003365,1.2402464065708418,53744.94104304636,0.65,0.5850000000000001,2.3775000000000004,1.2,64493.92925165563,153334.3167958113,High Value,1.0,0.9,3.5,1.0,Brian,Rose,High,66656.97
CUST003369,0.1998631074606434,212998.8897945205,0.85,0.7480000000000001,2.622,0.9,191699.00081506846,502634.78013710945,High Value,0.8,1.1,2.0,0.0,Amanda,Graham,Low,42570.619999999995
CUST003370,0.8843258042436687,26190.516989164087,0.65,0.5850000000000001,2.3775000000000004,1.2,31428.620386996903,74721.54497008515,High Value,1.0,0.9,3.5,1.0,Mark,Mcclure,High,23160.95
CUST003375,0.4462696783025325,140095.2451840491,0.85,0.7480000000000001,2.622,0.9,126085.72066564418,330596.759585319,High Value,0.8,1.1,2.5,1.0,Jasmine,Hale,Low,62520.26
CUST003382,0.14784394250513347,81166.66666666667,0.75,0.6075,2.41125,1.0,81166.66666666667,195713.125,High Value,0.9,0.9,3.0,1.0,Mark,Morris,Medium,12000.0
CUST003384,0.3805612594113621,46289.18357913668,0.85,0.8415000000000001,2.7622500000000003,0.9,41660.26522122302,115076.06760732329,High Value,0.9,1.1,3.0,0.5,Cindy,Harris,Low,17615.87
CUST003385,3.403148528405202,33425.62014279967,0.75,0.77625,2.6643749999999997,1.0,33425.62014279967,89058.38666797186,High Value,1.15,0.9,4.0,1.0,Traci,Lewis,Medium,113752.34999999999
CUST003388,2.5023956194387407,41224.444767505476,0.85,0.6885,2.53275,0.9,37102.00029075493,93970.09123640954,High Value,0.9,0.9,3.0,1.0,Timothy,Schaefer,Low,103159.87000000001
CUST003389,0.13141683778234087,83623.15046875001,0.75,0.7425000000000002,2.6137500000000005,1.0,83623.15046875001,218570.00953769538,High Value,0.9,1.1,3.3333333333333335,0.3333333333333333,John,Salinas,Medium,10989.490000000002
CUST003409,1.3853524982888432,28118.518606719368,0.85,0.6885,2.53275,0.9,25306.66674604743,64095.46020105163,High Value,0.9,0.9,3.3333333333333335,1.0,Julie,Andrews,Low,38954.06
CUST003410,0.648870636550308,94679.95088607595,0.75,0.75,2.625,1.0,94679.95088607595,248534.87107594937,High Value,1.0,1.0,3.5,1.0,Scott,Adams,Medium,61435.04
CUST003421,0.5420944558521561,45436.546590909085,0.75,0.675,2.5125,1.0,45436.546590909085,114159.32330965908,High Value,1.0,0.9,3.5,1.0,Susan,Russell,Medium,24630.899999999998
CUST003425,1.0595482546201231,129813.33261627906,0.75,0.6075,2.41125,1.0,129813.33261627906,313012.39827100286,High Value,0.9,0.9,3.3333333333333335,0.6666666666666666,Thomas,Washington,Medium,137543.49
CUST003431,0.9856262833675564,58160.9794375,0.65,0.5850000000000001,2.3775000000000004,1.2,69793.17532499999,165933.2743351875,High Value,1.0,0.9,3.5,1.0,Rhonda,Burke,High,57324.99
CUST003432,2.0479123887748116,37424.54531751337,0.75,0.675,2.5125,1.0,37424.54531751337,94029.17011025235,High Value,1.0,0.9,3.5,1.0,James,Collins,Medium,76642.19
CUST003433,1.7796030116358659,26575.38208846154,0.75,0.6075,2.41125,1.0,26575.38208846154,64079.89006080289,High Value,0.9,0.9,3.3333333333333335,0.6666666666666666,Steve,Mitchell,Medium,47293.630000000005
CUST003438,1.3360711841204653,62475.51851434427,0.75,0.675,2.5125,1.0,62475.51851434427,156969.74026729,High Value,1.0,0.9,3.5,0.5,Amy,Moran,Medium,83471.74
CUST003439,0.6954140999315537,175063.6491437008,0.65,0.468,2.202,1.2,210076.37897244096,462588.186497315,High Value,0.8,0.9,2.8333333333333335,0.5,Jason,Sweeney,High,121741.73
CUST003443,0.22176591375770022,102164.75388888888,0.75,0.6075,2.41125,1.0,102164.75388888888,246344.76281458332,High Value,0.9,0.9,3.0,0.5,Steve,Thomas,Medium,22656.66
CUST003452,2.026009582477755,23520.29842905405,0.65,0.67275,2.509125,1.2,28224.358114864863,70818.4425549603,High Value,1.15,0.9,4.0,1.0,Gina,Ross,High,47652.35
CUST003454,0.30116358658453113,25511.185090909094,0.85,0.8415000000000001,2.7622500000000003,0.9,22960.066581818184,63421.443915627286,High Value,0.9,1.1,3.0,1.0,Natalie,Payne,Low,7683.04
CUST003456,1.4209445585215605,37471.58865606937,0.65,0.5850000000000001,2.3775000000000004,1.2,44965.90638728324,106906.44243576593,High Value,1.0,0.9,3.5,1.0,Maria,Smith,High,53245.05
CUST003462,0.13141683778234087,446532.81109375,0.85,0.95,2.925,0.9,401879.529984375,1175497.6252042968,High Value,1.15,1.1,4.0,0.6666666666666666,Scott,Singh,Low,58681.93
CUST003473,0.7008898015058179,83517.494296875,0.75,0.675,2.5125,1.0,83517.494296875,209837.70442089843,High Value,1.0,0.9,3.5,0.0,Carl,Robinson,Medium,58536.56
CUST003474,0.05475701574264202,83959.469625,0.85,0.7480000000000001,2.622,0.9,75563.5226625,198127.55642107502,High Value,0.8,1.1,2.6,0.8,Dorothy,Melton,Low,4597.37
CUST003481,1.8836413415468858,35252.47006177326,0.85,0.765,2.6475,0.9,31727.223055595936,83997.82303969024,High Value,1.0,0.9,3.8,0.8,Ashley,Gardner,Low,66403.01000000001
CUST003484,0.1943874058863792,70815.33876760563,0.85,0.935,2.9025,0.9,63733.804890845066,184987.36869567778,High Value,1.0,1.1,3.5,1.0,Kristin,Evans,Low,13765.61
CUST003485,2.735112936344969,25452.95628378378,0.75,0.675,2.5125,1.0,25452.95628378378,63950.552663006754,High Value,1.0,0.9,3.6666666666666665,1.0,Jonathan,Hart,Medium,69616.70999999999
CUST003486,0.7693360711841205,115674.2980516014,0.75,0.675,2.5125,1.0,115674.2980516014,290631.67385464854,High Value,1.0,0.9,3.5,1.0,Wendy,Vargas,Medium,88992.40999999999
CUST003491,1.5331964407939767,41163.95545982143,0.75,0.675,2.5125,1.0,41163.95545982143,103424.43809280136,High Value,1.0,0.9,3.6666666666666665,1.0,Rose,Ramirez,Medium,63112.43
CUST003492,1.0622861054072552,79559.45161082475,0.75,0.675,2.5125,1.0,79559.45161082475,199893.12217219718,High Value,0.9,1.0,3.0,1.0,Erin,Irwin,Medium,84514.9
CUST003495,2.8966461327857633,28300.284619565216,0.75,0.6075,2.41125,1.0,28300.284619565216,68239.06128892662,High Value,0.9,0.9,3.0,0.25,Kevin,Olsen,Medium,81975.91
CUST003499,0.6680355920602327,96573.91128073771,0.65,0.5265000000000001,2.28975,1.2,115888.69353688524,265356.136026083,High Value,0.9,0.9,3.0,0.6666666666666666,Michael,Conway,High,64514.81
CUST003504,0.36413415468856947,147455.8464473684,0.75,0.77625,2.6643749999999997,1.0,147455.8464473684,392877.6708782072,High Value,1.15,0.9,4.0,1.0,Ashley,Turner,Medium,53693.71
CUST003507,0.2737850787132101,120864.14700000001,0.75,0.6075,2.41125,1.0,120864.14700000001,291433.67445375,High Value,0.9,0.9,3.0,1.0,Steven,Holloway,Medium,33090.8
CUST003513,1.056810403832991,45818.93764896373,0.75,0.77625,2.6643749999999997,1.0,45818.93764896373,122078.83199845772,High Value,1.15,0.9,4.0,1.0,Connor,Gilbert,Medium,48421.93
CUST003530,1.7905544147843941,50055.90964449542,0.75,0.675,2.5125,1.0,50055.90964449542,125765.47298179475,High Value,1.0,0.9,3.5,1.0,Joshua,Berry,Medium,89627.83
CUST003532,0.5530458590006845,45988.80831683168,0.75,0.675,2.5125,1.0,45988.80831683168,115546.88089603961,High Value,1.0,0.9,3.5,1.0,Lisa,Hart,Medium,25433.92
CUST003533,0.5776865160848734,38827.26941943127,0.75,0.6075,2.41125,1.0,38827.26941943127,93622.25338760365,High Value,0.9,0.9,3.0,0.25,Mitchell,Sanchez,Medium,22429.989999999998
CUST003535,0.03559206023271732,388394.2067307692,0.85,0.8415000000000001,2.7622500000000003,0.9,349554.78605769225,965557.7077878605,High Value,0.9,1.1,3.0,0.0,Erik,Humphrey,Low,13823.75
CUST003536,1.4702258726899384,57513.95181564246,0.65,0.5265000000000001,2.28975,1.2,69016.74217877095,158031.08540384079,High Value,0.9,0.9,3.0,0.6666666666666666,Elizabeth,Morgan,High,84558.5
CUST003540,0.11498973305954825,186151.4017857143,0.85,0.95,2.925,0.9,167536.26160714286,490043.56520089286,High Value,1.15,1.1,4.0,0.8333333333333334,Sarah,Nguyen,Low,21405.5
CUST003546,0.48459958932238195,94358.58182203388,0.75,0.675,2.5125,1.0,94358.58182203388,237075.93682786016,High Value,0.9,1.0,3.0,1.0,Sherry,Hill,Medium,45726.13
CUST003547,2.132785763175907,31622.49165596919,0.75,0.675,2.5125,1.0,31622.49165596919,79451.51028562259,High Value,1.0,0.9,3.5,1.0,Angela,Taylor,Medium,67444.0
CUST003548,0.9856262833675564,33951.74272916667,0.75,0.675,2.5125,1.0,33951.74272916667,85303.75360703126,High Value,1.0,0.9,3.5,1.0,Raymond,Gonzalez,Medium,33463.73
CUST003559,1.3415468856947297,45568.39619387755,0.75,0.5400000000000001,2.3100000000000005,1.0,45568.39619387755,105262.99520785715,High Value,0.8,0.9,2.6666666666666665,0.0,Amy,Vazquez,Medium,61132.14
CUST003569,1.2019164955509924,34878.704265375854,0.85,0.6885,2.53275,0.9,31390.83383883827,79505.13440531763,High Value,0.9,0.9,3.0,1.0,Connor,Maldonado,Low,41921.29
CUST003574,0.5174537987679672,85280.83107142856,0.85,0.7480000000000001,2.622,0.9,76752.7479642857,201245.7051623571,High Value,0.8,1.1,2.5,0.5,Tara,Sandoval,Low,44128.89
CUST003578,0.5475701574264202,38385.893962500006,0.75,0.675,2.5125,1.0,38385.893962500006,96444.55858078127,High Value,1.0,0.9,3.5,1.0,Katherine,Crawford,Medium,21018.97
CUST003583,0.5010266940451745,52805.84909836065,0.75,0.675,2.5125,1.0,52805.84909836065,132674.69585963115,High Value,1.0,0.9,3.5,1.0,Kimberly,Phillips,Medium,26457.14
CUST003584,3.1731690622861053,29762.71296807593,0.75,0.5400000000000001,2.3100000000000005,1.0,29762.71296807593,68751.86695625541,High Value,0.8,0.9,2.75,0.75,Christopher,Moore,Medium,94442.12000000001
CUST003587,1.4702258726899384,54114.02525139665,0.65,0.67275,2.509125,1.2,64936.830301675975,162934.62433069272,High Value,1.15,0.9,4.0,1.0,Deborah,Woodward,High,79559.84
CUST003594,0.07939767282683094,883751.9728448277,0.85,0.935,2.9025,0.9,795376.7755603449,2308581.091063901,High Value,1.0,1.1,3.5,0.5,Karen,Adams,Low,70167.85
CUST003606,3.5592060232717317,34618.642246153846,0.75,0.6075,2.41125,1.0,34618.642246153846,83474.20111603846,High Value,0.9,0.9,3.2,1.0,Sean,Velazquez,Medium,123214.88
CUST003608,0.14784394250513347,54111.11111111111,0.75,0.7425000000000002,2.6137500000000005,1.0,54111.11111111111,141432.9166666667,High Value,0.9,1.1,3.0,0.0,Kevin,Tate,Medium,8000.0
CUST003612,0.37782340862423,47972.305543478265,0.75,0.6075,2.41125,1.0,47972.305543478265,115673.22174171197,High Value,0.9,0.9,3.0,1.0,Douglas,Perry,Medium,18125.06
CUST003613,0.2299794661190965,35325.24071428571,0.75,0.77625,2.6643749999999997,1.0,35325.24071428571,94119.68822812499,High Value,1.15,0.9,5.0,1.0,Rachel,Brown,Medium,8124.08
CUST003614,0.3258042436687201,66038.581197479,0.85,0.935,2.9025,0.9,59434.7230777311,172509.2837331145,High Value,1.0,1.1,3.5,1.0,Timothy,Ross,Low,21515.65
CUST003616,0.9938398357289527,31821.636508264466,0.75,0.675,2.5125,1.0,31821.636508264466,79951.86172701448,High Value,1.0,0.9,3.5,1.0,Amanda,Leonard,Medium,31625.61
CUST003620,0.7200547570157426,90747.32076045628,0.75,0.6075,2.41125,1.0,90747.32076045628,218814.4771836502,High Value,0.9,0.9,3.0,1.0,Mary,Hart,Medium,65343.04
CUST003622,2.1601642710472277,34350.85516159696,0.75,0.6075,2.41125,1.0,34350.85516159696,82828.49950840067,High Value,0.9,0.9,3.0,1.0,Carol,Howard,Medium,74203.49
CUST003628,0.39698836413415467,145622.2781896552,0.85,0.8415000000000001,2.7622500000000003,0.9,131060.05037068967,362020.6241364376,High Value,0.9,1.1,3.3333333333333335,1.0,Antonio,Lewis,Low,57810.35
CUST003633,0.33675564681724846,331991.46341463417,0.65,0.67275,2.509125,1.2,398389.756097561,999609.6967682927,High Value,1.15,0.9,4.0,1.0,Jennifer,Rhodes,High,111800.0
CUST003635,0.8514715947980835,39764.09807073955,0.75,0.675,2.5125,1.0,39764.09807073955,99907.29640273313,High Value,1.0,0.9,3.5,1.0,Aaron,Bauer,Medium,33858.0
CUST003645,1.9274469541409993,71168.51112571023,0.75,0.5400000000000001,2.3100000000000005,1.0,71168.51112571023,164399.26070039065,High Value,0.8,0.9,2.6666666666666665,0.8333333333333334,Michael,Moore,Medium,137173.53
CUST003652,0.2026009582477755,280337.0748648649,0.85,0.935,2.9025,0.9,252303.3673783784,732310.5238157433,High Value,1.0,1.1,3.6666666666666665,1.0,Corey,Hill,Low,56796.56
CUST003653,1.6454483230663928,128954.8611314476,0.65,0.5265000000000001,2.28975,1.2,154745.8333577371,354329.2719308786,High Value,0.9,0.9,3.0,1.0,Ronnie,Carter,High,212188.56
CUST003656,2.0451745379876796,27290.84435742972,0.65,0.468,2.202,1.2,32749.01322891566,72113.32713007228,High Value,0.8,0.9,2.0,0.0,Lee,Potter,High,55814.54
CUST003658,0.8624229979466119,94595.28583333333,0.75,0.77625,2.6643749999999997,1.0,94595.28583333333,252037.31469218747,High Value,1.15,0.9,4.0,1.0,Jean,Rivas,Medium,81581.15
CUST003662,0.6269678302532512,51951.51717248908,0.85,0.8797499999999999,2.819625,0.9,46756.36545524018,131835.41694673157,High Value,1.15,0.9,4.0,1.0,Breanna,Lewis,Low,32571.93
CUST003668,0.8158795345653662,65677.63711409396,0.75,0.6075,2.41125,1.0,65677.63711409396,158365.20249135906,High Value,0.9,0.9,3.0,1.0,Nicole,Steele,Medium,53585.04
CUST003701,0.6433949349760438,62803.15215957447,0.85,0.765,2.6475,0.9,56522.836943617025,149644.21080822608,High Value,0.9,1.0,3.3333333333333335,0.6666666666666666,Michelle,Kirk,Low,40407.23
CUST003702,1.9520876112251881,33584.5172230014,0.85,0.6885,2.53275,0.9,30226.06550070126,76555.06739690113,High Value,0.9,0.9,3.0,1.0,Stephanie,Wilson,Low,65559.92
CUST003705,0.1806981519507187,84996.82943181817,0.85,0.7480000000000001,2.622,0.9,76497.14648863635,200575.5180932045,High Value,0.8,1.1,2.0,0.0,Pamela,Brandt,Low,15358.77
CUST003706,1.3032169746748803,33390.78668067227,0.75,0.6075,2.41125,1.0,33390.78668067227,80513.534383771,High Value,0.9,0.9,3.2,0.4,Katherine,Flowers,Medium,43515.44
CUST003709,0.09856262833675565,106638.39000000001,0.75,0.5400000000000001,2.3100000000000005,1.0,106638.39000000001,246334.6809000001,High Value,0.8,0.9,2.6666666666666665,0.6666666666666666,Melissa,Lee,Medium,10510.560000000001
CUST003713,2.2313483915126624,31686.347263803684,0.75,0.77625,2.6643749999999997,1.0,31686.347263803684,84424.31149099693,High Value,1.15,0.9,5.0,1.0,Emily,Fisher,Medium,70703.28
CUST003716,0.29842573579739906,133111.14034403668,0.75,0.6600000000000001,2.49,1.0,133111.14034403668,331446.7394566514,High Value,0.8,1.1,2.0,1.0,Richard,Castro,Medium,39723.79
CUST003720,2.5763175906913074,29484.41227683315,0.75,0.6075,2.41125,1.0,29484.41227683315,71094.28910251393,High Value,0.9,0.9,3.0,1.0,Melissa,Shelton,Medium,75961.20999999999
CUST003722,0.16700889801505817,47262.33209016394,0.85,0.8415000000000001,2.7622500000000003,0.9,42536.09888114755,117495.33913444982,High Value,0.9,1.1,3.0,0.75,Kimberly,Thomas,Low,7893.23
CUST003723,1.5441478439425051,47971.76662234042,0.75,0.5400000000000001,2.3100000000000005,1.0,47971.76662234042,110814.7808976064,High Value,0.8,0.9,2.0,0.0,Vanessa,Jimenez,Medium,74075.5
CUST003728,3.189596167008898,33245.88269098712,0.65,0.67275,2.509125,1.2,39895.059229184546,100101.69048842767,High Value,1.15,0.9,4.0,1.0,Renee,James,High,106040.94
CUST003757,1.9411362080766599,46342.63666078984,0.75,0.675,2.5125,1.0,46342.63666078984,116435.87461023447,High Value,1.0,0.9,3.5,1.0,Peter,Garrett,Medium,89957.37
CUST003771,1.9931553730321698,55005.3154326923,0.75,0.675,2.5125,1.0,55005.3154326923,138200.85502463943,High Value,1.0,0.9,3.5,1.0,Diane,Banks,Medium,109634.14
CUST003773,0.9336071184120466,89438.04985337243,0.65,0.67275,2.509125,1.2,107325.65982404692,269293.49620601174,High Value,1.15,0.9,4.0,1.0,Michael,Le,High,83500.0
CUST003785,1.0978781656399725,77206.67251870326,0.75,0.6075,2.41125,1.0,77206.67251870326,186164.58911072323,High Value,0.9,0.9,3.3333333333333335,0.5,Erica,Bailey,Medium,84763.52
CUST003800,0.038329911019849415,295407.4167857144,0.85,0.935,2.9025,0.9,265866.67510714295,771678.0244984824,High Value,1.0,1.1,3.5,0.75,Katie,Alexander,Low,11322.940000000002
CUST003808,0.6926762491444216,110260.32738142293,0.75,0.5400000000000001,2.3100000000000005,1.0,110260.32738142293,254701.35625108704,High Value,0.8,0.9,2.0,0.0,Corey,Pierce,Medium,76374.71
CUST003811,0.3394934976043806,87464.79743951613,0.85,0.6120000000000001,2.418,0.9,78718.31769556452,190340.89218787503,High Value,0.8,0.9,2.6666666666666665,0.3333333333333333,Melissa,Yang,Low,29693.73
CUST003815,1.3360711841204653,30138.304364754098,0.75,0.675,2.5125,1.0,30138.304364754098,75722.48971644467,High Value,1.0,0.9,3.75,0.75,Kathleen,Williams,Medium,40266.92
CUST003818,1.8316221765913758,29000.866378923765,0.75,0.5400000000000001,2.3100000000000005,1.0,29000.866378923765,66992.00133531391,High Value,0.8,0.9,2.5,0.0,Charles,Sanchez,Medium,53118.63
CUST003821,2.4503764544832305,28503.03669553073,0.75,0.6075,2.41125,1.0,28503.03669553073,68727.94723209846,High Value,0.9,0.9,3.0,1.0,Jody,Jennings,Medium,69843.17
CUST003828,0.09582477754962354,54204.45664285715,0.75,0.8250000000000001,2.7375,1.0,54204.45664285715,148384.70005982142,High Value,1.0,1.1,3.5,0.5,Nathan,Hubbard,Medium,5194.13
CUST003829,0.2655715263518138,377470.81314432994,0.75,0.675,2.5125,1.0,377470.81314432994,948395.418025129,High Value,1.0,0.9,3.5,1.0,Jordan,Cox,Medium,100245.5
CUST003831,0.6926762491444216,33183.33785573123,0.75,0.675,2.5125,1.0,33183.33785573123,83373.13636252473,High Value,1.0,0.9,3.5,1.0,Sean,Cohen,Medium,22985.31
CUST003833,0.7720739219712526,70892.75837765957,0.75,0.6075,2.41125,1.0,70892.75837765957,170940.16363813163,High Value,0.9,0.9,3.0,1.0,Richard,Calderon,Medium,54734.45
CUST003845,0.37782340862423,93396.64826086957,0.75,0.5400000000000001,2.3100000000000005,1.0,93396.64826086957,215746.25748260875,High Value,0.8,0.9,2.5,1.0,Stephanie,Chan,Medium,35287.44
CUST003851,0.34496919917864477,39655.16351190476,0.65,0.5850000000000001,2.3775000000000004,1.2,47586.19621428571,113136.18149946429,High Value,1.0,0.9,3.5,1.0,Shane,Burke,High,13679.81
CUST003858,0.4380561259411362,254149.23660937502,0.75,0.75,2.625,1.0,254149.23660937502,667141.7460996094,High Value,1.0,1.0,3.5,1.0,Melissa,Page,Medium,111331.63
CUST003860,0.7008898015058179,71570.2238671875,0.75,0.94875,2.9231249999999998,1.0,71570.2238671875,209208.71064177243,High Value,1.15,1.1,4.0,1.0,Jacob,Vega,Medium,50162.84
CUST003861,1.7193702943189597,57182.1732205414,0.75,0.77625,2.6643749999999997,1.0,57182.1732205414,152354.75277447997,High Value,1.15,0.9,5.0,1.0,Robert,Martinez,Medium,98317.33
CUST003865,0.5037645448323066,73202.01546195653,0.75,0.75,2.625,1.0,73202.01546195653,192155.2905876359,High Value,1.0,1.0,3.5,0.75,Mariah,Hernandez,Medium,36876.58
CUST003869,1.325119780971937,40836.88190082644,0.75,0.6075,2.41125,1.0,40836.88190082644,98467.93148336775,High Value,0.9,0.9,3.25,0.75,Richard,Johnson,Medium,54113.759999999995
CUST003876,0.5475701574264202,39447.0,0.85,0.8415000000000001,2.7622500000000003,0.9,35502.3,98066.22817500003,High Value,0.9,1.1,3.0,1.0,Jason,Howell,Low,21600.0
CUST003881,0.34770704996577684,115208.39167322837,0.75,0.675,2.5125,1.0,115208.39167322837,289461.0840789863,High Value,1.0,0.9,3.6666666666666665,1.0,Deborah,Collins,Medium,40058.770000000004
CUST003882,0.31211498973305957,62534.80493421052,0.75,0.7425000000000002,2.6137500000000005,1.0,62534.80493421052,163450.34639679277,High Value,0.9,1.1,3.0,1.0,Tracie,Johnson,Medium,19518.05
CUST003883,2.8254620123203287,24836.327543604653,0.85,0.8797499999999999,2.819625,0.9,22352.69478924419,63026.21704512264,High Value,1.15,0.9,4.0,0.0,Kyle,Jenkins,Low,70174.1
CUST003887,0.837782340862423,102773.94950980393,0.75,0.8250000000000001,2.7375,1.0,102773.94950980393,281343.68678308825,High Value,1.0,1.1,3.5,1.0,Paul,Jones,Medium,86102.20000000001
CUST003896,0.8706365503080082,67251.74813679245,0.75,0.675,2.5125,1.0,67251.74813679245,168970.01719369105,High Value,1.0,0.9,3.5,1.0,Gregory,Wright,Medium,58551.83
CUST003902,3.356605065023956,36210.58410073409,0.75,0.5400000000000001,2.3100000000000005,1.0,36210.58410073409,83646.44927269577,High Value,0.8,0.9,2.4,0.8,Joshua,Pierce,Medium,121544.62999999999
CUST003903,0.08487337440109514,122291.82677419354,0.85,0.935,2.9025,0.9,110062.6440967742,319456.8244908871,High Value,1.0,1.1,3.6666666666666665,1.0,Jessica,Newman,Low,10379.32
CUST003912,0.24093086926762491,435823.8955397727,0.85,0.935,2.9025,0.9,392241.50598579546,1138480.9711237713,High Value,1.0,1.1,3.5,1.0,Matthew,Ortiz,Low,105003.43
CUST003913,0.648870636550308,128480.09341772154,0.75,0.675,2.5125,1.0,128480.09341772154,322806.2347120254,High Value,1.0,0.9,3.6666666666666665,0.6666666666666666,Kara,Baker,Medium,83366.96
CUST003914,0.35044490075290896,50350.45441406251,0.75,0.6075,2.41125,1.0,50350.45441406251,121407.53320590821,High Value,0.9,0.9,3.25,0.5,Amanda,Jackson,Medium,17645.06
CUST003918,0.33401779603011633,196261.51893442625,0.75,0.8250000000000001,2.7375,1.0,196261.51893442625,537265.9080829918,High Value,1.0,1.1,3.5,1.0,James,Hunt,Medium,65554.84
CUST003920,0.26283367556468173,43749.645000000004,0.75,0.675,2.5125,1.0,43749.645000000004,109920.98306250002,High Value,1.0,0.9,3.5,1.0,Jared,Malone,Medium,11498.880000000001
CUST003923,1.9055441478439425,29401.087381465517,0.75,0.77625,2.6643749999999997,1.0,29401.087381465517,78335.52219199218,High Value,1.15,0.9,4.0,1.0,William,Harper,Medium,56025.07
CUST003933,0.19164955509924708,445829.52439285716,0.85,0.8415000000000001,2.7622500000000003,0.9,401246.57195357146,1108343.343378753,High Value,0.9,1.1,3.0,1.0,Michael,Evans,Low,85443.03
CUST003934,0.10677618069815195,112789.94923076924,0.75,0.94875,2.9231249999999998,1.0,112789.94923076924,329699.1203451923,High Value,1.15,1.1,4.0,1.0,Kimberly,Brown,Medium,12043.28
