customer_id,customer_tenure_years,annualized_premium,retention_probability,adjusted_retention_probability,expected_lifetime_years,risk_premium_multiplier,predicted_annual_premium,customer_lifetime_premium_value,clpv_segment,satisfaction_adjustment,payment_reliability_adjustment,avg_satisfaction_score,satisfaction_resolution_rate,first_name,last_name,risk_category,policy_types_count,total_premium,cross_sell_priority,estimated_additional_premium
CUST004257,3.994524298425736,1645.3623783413298,0.75,0.5400000000000001,2.3100000000000005,1.0,1645.3623783413298,3800.7870939684726,Low Value,0.8,0.9,1.8,0.2,Kathryn,Price,Medium,2,6572.4400000000005,Low Priority,1314.4880000000003
CUST004258,4.659822039698836,1057.3279318448883,0.85,0.95,2.925,0.9,951.5951386603995,2783.415780581668,Low Value,1.15,1.1,4.0,1.0,Tiffany,Greene,Low,2,4926.96,Low Priority,985.392
CUST004260,1.9110198494182067,1575.4676755014327,0.75,0.77625,2.6643749999999997,1.0,1575.4676755014327,4197.63668791413,Low Value,1.15,0.9,4.0,1.0,Adam,Bender,Medium,2,3010.75,Low Priority,602.15
CUST004261,3.4168377823408624,2504.0989783653845,0.75,0.6075,2.41125,1.0,2504.0989783653845,6038.0086615835335,Low Value,0.9,0.9,3.0,0.0,Tara,Mendez,Medium,2,8556.1,Low Priority,1711.2200000000003
CUST004262,0.07392197125256673,67638.88888888889,0.85,0.935,2.9025,0.9,60875.0,176689.6875,High Value,1.0,1.1,3.5,1.0,Adam,Cruz,Low,1,5000.0,High Priority,3000.0
CUST004263,5.295003422313484,4315.687484488108,0.85,0.765,2.6475,0.9,3884.118736039297,10283.204353664038,Low Value,1.0,0.9,3.5,1.0,Jesus,Jones,Low,2,22851.58,Low Priority,4570.316000000001
CUST004265,1.0841889117043122,95924.24242424242,0.85,0.6120000000000001,2.418,0.9,86331.81818181818,208750.33636363636,High Value,0.8,0.9,2.0,0.0,Martin,Russell,Low,1,104000.0,High Priority,62400.0
CUST004269,1.2511978097193703,64922.05258752735,0.75,0.8250000000000001,2.7375,1.0,64922.05258752735,177724.11895835612,High Value,1.0,1.1,3.5,1.0,Adam,Jones,Medium,2,81230.33,Low Priority,16246.066
CUST004272,4.188911704312115,1551.7156862745096,0.85,0.935,2.9025,0.9,1396.5441176470588,4053.469301470588,Low Value,1.0,1.1,3.5,1.0,Victoria,Ramirez,Low,1,6500.0,Low Priority,1300.0
CUST004276,2.9924709103353866,914.060681610247,0.75,0.5400000000000001,2.3100000000000005,1.0,914.060681610247,2111.480174519671,Low Value,0.8,0.9,1.0,1.0,Jim,Sanchez,Medium,2,2735.2999999999997,Low Priority,547.06
CUST004277,1.2320328542094456,3246.6666666666665,0.75,0.675,2.5125,1.0,3246.6666666666665,8157.25,Low Value,1.0,0.9,3.6666666666666665,1.0,Heather,Richards,Medium,1,4000.0,Low Priority,800.0
CUST004280,0.07392197125256673,50729.166666666664,0.85,0.8415000000000001,2.7622500000000003,0.9,45656.25,126113.97656250001,High Value,0.9,1.1,3.0,1.0,Jennifer,Hernandez,Low,1,3750.0,High Priority,2250.0
CUST004284,2.650239561943874,1267.0137629132232,0.85,0.765,2.6475,0.9,1140.312386621901,3018.9770435814826,Low Value,1.0,0.9,3.5,1.0,Russell,Diaz,Low,2,3357.8900000000003,Low Priority,671.5780000000001
CUST004287,4.046543463381246,1499.8751539242216,0.75,0.75,2.625,1.0,1499.8751539242216,3937.1722790510817,Low Value,1.0,1.0,3.5,1.0,Kevin,Clark,Medium,2,6069.3099999999995,Low Priority,1213.8619999999999
CUST004302,0.7967145790554415,3581.4959020618558,0.85,0.85,2.775,0.9,3223.34631185567,8944.786015399484,Low Value,1.0,1.0,3.5,1.0,Kathy,Vaughn,Low,2,2853.4300000000003,Low Priority,570.686
CUST004308,3.789185489390828,3516.5868858381505,0.75,0.675,2.5125,1.0,3516.5868858381505,8835.424550668353,Low Value,1.0,0.9,3.5,1.0,Jonathan,Sutton,Medium,2,13325.0,Low Priority,2665.0
CUST004315,1.9630390143737166,1324.4769874476988,0.85,0.935,2.9025,0.9,1192.0292887029289,3459.8650104602507,Low Value,1.0,1.1,3.5,0.5,James,Hicks,Low,1,2600.0,Low Priority,520.0
CUST004317,4.454483230663929,4489.858635525507,0.65,0.5850000000000001,2.3775000000000004,1.2,5387.830362630609,12809.566687154274,Low Value,1.0,0.9,3.5,1.0,Tara,Hogan,High,1,20000.0,Low Priority,4000.0
CUST004318,0.7282683093771389,4717.341062030075,0.85,0.765,2.6475,0.9,4245.606955827067,11240.24441555216,Low Value,1.0,0.9,3.6666666666666665,1.0,Leslie,Reed,Low,2,3435.49,Low Priority,687.098
CUST004320,4.369609856262834,1212.3370676691732,0.75,0.6075,2.41125,1.0,1212.3370676691732,2923.247754417294,Low Value,0.9,0.9,3.0,1.0,Jeffery,Rose,Medium,2,5297.4400000000005,Low Priority,1059.488
CUST004321,1.9383983572895278,10833.686440677966,0.65,0.67275,2.509125,1.2,13000.42372881356,32619.68818855932,Medium Value,1.15,0.9,4.0,1.0,Michelle,Garcia,High,2,21000.0,Low Priority,4200.0
CUST004324,3.696098562628337,2159.8477055555554,0.75,0.5400000000000001,2.3100000000000005,1.0,2159.8477055555554,4989.248199833334,Low Value,0.8,0.9,2.5,0.5,Angelica,Dixon,Medium,2,7983.01,Low Priority,1596.602
CUST004325,2.732375085557837,237.8882765531062,0.75,0.675,2.5125,1.0,237.8882765531062,597.6942948396794,Low Value,1.0,0.9,3.5,1.0,Benjamin,Ruiz,Medium,1,650.0,Low Priority,130.0
CUST004326,2.1738535249828885,10304.282115869017,0.75,0.6075,2.41125,1.0,10304.282115869017,24846.200251889164,Low Value,0.9,0.9,3.0,1.0,Ronald,Gomez,Medium,2,22400.0,Low Priority,4480.0
CUST004327,0.917180013689254,3048.529141791045,0.75,0.77625,2.6643749999999997,1.0,3048.529141791045,8122.424832159514,Low Value,1.15,0.9,4.0,1.0,Dennis,Brown,Medium,2,2796.05,Low Priority,559.21
CUST004331,4.095824777549623,13472.507491644386,0.75,0.7425000000000002,2.6137500000000005,1.0,13472.507491644386,35213.76645628552,Medium Value,0.9,1.1,3.0,0.0,Antonio,Wilson,Medium,2,55181.03,Medium Priority,22072.412
CUST004334,1.5249828884325805,2827.0087701974862,0.75,0.675,2.5125,1.0,2827.0087701974862,7102.859535121184,Low Value,1.0,0.9,3.5,1.0,Rebecca,Caldwell,Medium,2,4311.139999999999,Low Priority,862.228
CUST004336,2.8254620123203287,1280.6011845930232,0.85,0.6120000000000001,2.418,0.9,1152.541066133721,2786.8442979113374,Low Value,0.8,0.9,2.5,0.75,Anthony,Obrien,Low,2,3618.29,Low Priority,723.658
CUST004337,4.20807665982204,380.22121014964216,0.85,0.935,2.9025,0.9,342.19908913467793,993.2328562134027,Low Value,1.0,1.1,3.6666666666666665,0.6666666666666666,Mary,Mueller,Low,1,1600.0,Low Priority,320.0
CUST004340,1.9411362080766599,3896.6868829337095,0.85,0.765,2.6475,0.9,3507.0181946403386,9284.830670310297,Low Value,1.0,0.9,3.5,1.0,Anthony,Payne,Low,2,7564.0,Low Priority,1512.8000000000002
CUST004347,4.605065023956194,961.4391929250892,0.75,0.77625,2.6643749999999997,1.0,961.4391929250892,2561.6345496497843,Low Value,1.15,0.9,4.0,0.5,Jimmy,Morse,Medium,2,4427.49,Low Priority,885.498
CUST004352,2.11088295687885,1941.1166245136185,0.75,0.675,2.5125,1.0,1941.1166245136185,4877.055519090467,Low Value,1.0,0.9,3.5,1.0,Andrew,Kerr,Medium,2,4097.469999999999,Low Priority,819.4939999999999
CUST004354,4.492813141683778,2136.745886654479,0.85,0.8797499999999999,2.819625,0.9,1923.071297989031,5422.339908592321,Low Value,1.15,0.9,4.0,1.0,Chelsea,Orozco,Low,1,9600.0,Low Priority,1920.0
CUST004356,1.056810403832991,2351.083970207254,0.85,0.6885,2.53275,0.9,2115.9755731865284,5359.23713298818,Low Value,0.9,0.9,3.125,0.875,Scott,Wallace,Low,2,2484.65,Low Priority,496.93000000000006
CUST004360,2.108145106091718,4883.444678571429,0.85,0.6885,2.53275,0.9,4395.100210714286,11131.690058686607,Low Value,0.9,0.9,3.0,0.6666666666666666,Donna,Brandt,Low,2,10295.01,Low Priority,2059.002
CUST004366,2.3545516769336072,3971.736994186046,0.75,0.6075,2.41125,1.0,3971.736994186046,9576.850827231103,Low Value,0.9,0.9,3.3333333333333335,0.6666666666666666,Erica,Goodman,Medium,2,9351.66,Low Priority,1870.332
CUST004367,2.726899383983573,6639.676588855422,0.65,0.5850000000000001,2.3775000000000004,1.2,7967.6119066265055,18942.99730800452,Low Value,1.0,0.9,3.6666666666666665,1.0,Dawn,Harding,High,2,18105.73,Low Priority,3621.146
CUST004370,0.16427104722792607,197843.75,0.75,0.6600000000000001,2.49,1.0,197843.75,492630.93750000006,High Value,0.8,1.1,2.0,1.0,Brandi,Carr,Medium,2,32500.0,Low Priority,6500.0
CUST004371,1.3442847364818618,8063.611603869655,0.75,0.5400000000000001,2.3100000000000005,1.0,8063.611603869655,18626.942804938906,Low Value,0.8,0.9,2.5,0.5,Donna,Kane,Medium,2,10839.79,Low Priority,2167.958
CUST004372,0.3668720054757016,28775.948675373133,0.85,0.6120000000000001,2.418,0.9,25898.35380783582,62622.21950734702,Medium Value,0.8,0.9,2.6666666666666665,0.6666666666666666,Rebecca,Jackson,Low,2,10557.09,Medium Priority,4222.836
CUST004374,0.2518822724161533,51013.19706521739,0.85,0.95,2.925,0.9,45911.87735869565,134292.24127418478,High Value,1.15,1.1,4.0,1.0,Peter,Zuniga,Low,2,12849.32,High Priority,7709.592
CUST004375,0.6926762491444216,39267.98418972332,0.85,0.95,2.925,0.9,35341.18577075099,103372.96837944664,High Value,1.15,1.1,4.0,1.0,Zachary,Blevins,Low,2,27200.0,High Priority,16320.0
CUST004386,2.2505133470225873,3029.762080291971,0.75,0.6075,2.41125,1.0,3029.762080291971,7305.513816104015,Low Value,0.9,0.9,3.0,0.3333333333333333,Jacob,Schmitt,Medium,2,6818.52,Low Priority,1363.7040000000002
CUST004393,1.2265571526351813,90089.56473214287,0.75,0.77625,2.6643749999999997,1.0,90089.56473214287,240032.38403320312,High Value,1.15,0.9,4.0,1.0,Dale,Moore,Medium,2,110500.0,Low Priority,22100.0
CUST004395,1.103353867214237,1556.753504962779,0.85,0.95,2.925,0.9,1401.0781544665012,4098.153601814516,Low Value,1.15,1.1,5.0,1.0,Michael,Lambert,Low,1,1717.65,Low Priority,343.53000000000003
CUST004397,2.858316221765914,3519.2467241379313,0.85,0.765,2.6475,0.9,3167.3220517241384,8385.485131939657,Low Value,1.0,0.9,3.5,1.0,Tony,Ryan,Low,2,10059.12,Low Priority,2011.8240000000003
CUST004399,2.9924709103353866,4092.063170173834,0.85,0.6885,2.53275,0.9,3682.8568531564506,9327.755694832,Low Value,0.9,0.9,3.4285714285714284,0.7142857142857143,Madison,Johnson,Low,2,12245.380000000001,Low Priority,2449.0760000000005
CUST004402,0.8596851471594799,3000.52875,0.85,0.68,2.52,0.9,2700.475875,6805.199205,Low Value,0.8,1.0,2.0,0.5,Andrew,Garcia,Low,2,2579.51,Low Priority,515.902
CUST004408,2.308008213552361,2100.5037900355874,0.75,0.77625,2.6643749999999997,1.0,2100.5037900355874,5596.529785576067,Low Value,1.15,0.9,4.0,1.0,Aaron,Rogers,Medium,2,4847.98,Low Priority,969.596
CUST004417,3.351129363449692,1015.4606495098038,0.75,0.675,2.5125,1.0,1015.4606495098038,2551.344881893382,Low Value,1.0,0.9,3.5,1.0,Rebecca,Green,Medium,2,3402.9399999999996,Low Priority,680.588
CUST004419,2.2258726899383983,809.996909594096,0.85,0.765,2.6475,0.9,728.9972186346864,1930.0201363353324,Low Value,1.0,0.9,3.5,1.0,Douglas,Mendez,Low,1,1802.95,Low Priority,360.59000000000003
CUST004424,1.1690622861054072,10382.89417447307,0.75,0.77625,2.6643749999999997,1.0,10382.89417447307,27663.92366611168,Medium Value,1.15,0.9,4.5,1.0,Nicholas,Key,Medium,2,12138.25,Medium Priority,4855.3
CUST004432,2.239561943874059,1786.0635696821514,0.75,0.675,2.5125,1.0,1786.0635696821514,4487.484718826406,Low Value,1.0,0.9,3.5,0.5,Christopher,House,Medium,1,4000.0,Low Priority,800.0
CUST004433,1.541409993155373,6771.183556838366,0.75,0.77625,2.6643749999999997,1.0,6771.183556838366,18040.97218925122,Low Value,1.15,0.9,4.0,1.0,Angela,Cox,Medium,2,10437.17,Low Priority,2087.434
CUST004436,1.5633127994524298,2492.648944833625,0.75,0.77625,2.6643749999999997,1.0,2492.648944833625,6641.35153239109,Low Value,1.15,0.9,4.0,1.0,Joseph,Murray,Medium,2,3896.79,Low Priority,779.3580000000001
CUST004441,5.007529089664613,2734.7639434117004,0.85,0.6885,2.53275,0.9,2461.2875490705305,6233.8260399083865,Low Value,0.9,0.9,3.0,1.0,Miranda,Clarke,Low,2,13694.41,Low Priority,2738.882
CUST004451,1.9548254620123204,3707.6200105042017,0.75,0.675,2.5125,1.0,3707.6200105042017,9315.395276391808,Low Value,1.0,0.9,3.5,1.0,Margaret,Jenkins,Medium,2,7247.75,Low Priority,1449.5500000000002
CUST004455,1.68104038329911,12786.84927117264,0.75,0.77625,2.6643749999999997,1.0,12786.84927117264,34068.9615268806,Medium Value,1.15,0.9,4.0,0.0,Sandra,Kelley,Medium,2,21495.21,Medium Priority,8598.084
CUST004459,0.06023271731690623,72492.99375,0.85,0.935,2.9025,0.9,65243.694375,189369.8229234375,High Value,1.0,1.1,3.5,1.0,Russell,Ellis,Low,2,4366.45,High Priority,2619.87
CUST004461,1.4921286789869952,2948.8073394495414,0.85,0.765,2.6475,0.9,2653.9266055045873,7026.270688073395,Low Value,1.0,0.9,3.5,1.0,Samantha,Stone,Low,1,4400.0,Low Priority,880.0
CUST004465,4.525667351129363,2143.860617059891,0.85,0.8797499999999999,2.819625,0.9,1929.474555353902,5440.394693139745,Low Value,1.15,0.9,4.0,1.0,Heather,Cook,Low,2,9702.4,Low Priority,1940.48
CUST004466,2.2286105407255303,5249.907862407863,0.75,0.6075,2.41125,1.0,5249.907862407863,12658.840333230959,Low Value,0.9,0.9,3.0,1.0,Paula,Black,Medium,2,11700.0,Low Priority,2340.0
CUST004467,5.026694045174538,1986.9699468954248,0.75,0.94875,2.9231249999999998,1.0,1986.9699468954248,5808.161526018688,Low Value,1.15,1.1,4.0,0.0,Kristin,Mendoza,Medium,2,9987.89,Low Priority,1997.578
CUST004468,2.647501711156742,2733.3693381592557,0.75,0.6075,2.41125,1.0,2733.3693381592557,6590.836816636505,Low Value,0.9,0.9,3.0,1.0,David,Eaton,Medium,2,7236.6,Low Priority,1447.3200000000002
CUST004473,3.477070499657769,7908.956692913385,0.75,0.6075,2.41125,1.0,7908.956692913385,19070.4718257874,Low Value,0.9,0.9,3.1666666666666665,0.5,Rebekah,Jones,Medium,2,27500.0,Low Priority,5500.0
CUST004478,4.511978097193703,7614.518346480583,0.75,0.675,2.5125,1.0,7614.518346480583,19131.47734553247,Low Value,1.0,0.9,3.5,1.0,Mark,Whitaker,Medium,2,34356.54,Low Priority,6871.308000000001
CUST004481,1.2594113620807665,6989.0666902173925,0.75,0.5400000000000001,2.3100000000000005,1.0,6989.0666902173925,16144.744054402181,Low Value,0.8,0.9,2.5,0.5,Peter,Nielsen,Medium,2,8802.11,Low Priority,1760.4220000000003
CUST004482,1.0869267624914443,37550.80968513854,0.85,0.6120000000000001,2.418,0.9,33795.72871662469,81718.0720367985,High Value,0.8,0.9,2.6666666666666665,1.0,Veronica,Cole,Low,2,40814.98,High Priority,24488.988
CUST004484,1.757700205338809,10147.168411214952,0.75,0.6075,2.41125,1.0,10147.168411214952,24467.359831542053,Low Value,0.9,0.9,3.0,0.5,Julie,Hardin,Medium,2,17835.68,Low Priority,3567.1360000000004
CUST004485,2.269678302532512,1320.407388419783,0.75,0.5400000000000001,2.3100000000000005,1.0,1320.407388419783,3050.1410672496995,Low Value,0.8,0.9,2.3333333333333335,1.0,Tina,Martinez,Medium,2,2996.9,Low Priority,599.38
CUST004486,4.673511293634497,427.9437609841828,0.85,0.8415000000000001,2.7622500000000003,0.9,385.1493848857645,1063.878888400703,Low Value,0.9,1.1,3.2,0.8,Paul,Simmons,Low,1,2000.0,Low Priority,400.0
CUST004488,1.0978781656399725,2914.713216957606,0.75,0.77625,2.6643749999999997,1.0,2914.713216957606,7765.889027431421,Low Value,1.15,0.9,4.0,0.5,Ann,Guerra,Medium,1,3200.0,Low Priority,640.0
CUST004490,1.3305954825462012,26454.320987654322,0.75,0.675,2.5125,1.0,26454.320987654322,66466.48148148149,High Value,0.9,1.0,3.3333333333333335,0.5,Micheal,Sanchez,Medium,2,35200.0,Low Priority,7040.0
CUST004491,4.303901437371663,1235.4558015267176,0.75,0.77625,2.6643749999999997,1.0,1235.4558015267176,3291.7175511927476,Low Value,1.15,0.9,5.0,1.0,Victor,Reeves,Medium,2,5317.28,Low Priority,1063.456
CUST004492,4.63791923340178,1367.9863060802832,0.75,0.6075,2.41125,1.0,1367.9863060802832,3298.5569805360824,Low Value,0.9,0.9,3.0,0.0,Michael,Silva,Medium,2,6344.61,Low Priority,1268.922
CUST004507,4.930869267624915,948.8529802887284,0.75,0.6075,2.41125,1.0,948.8529802887284,2287.9217487211963,Low Value,0.9,0.9,3.0,1.0,Kimberly,Jones,Medium,2,4678.67,Low Priority,935.734
CUST004513,2.6858316221765914,8340.06116207951,0.75,0.7425000000000002,2.6137500000000005,1.0,8340.06116207951,21798.834862385324,Low Value,0.9,1.1,3.125,0.625,Kevin,Diaz,Medium,1,22400.0,Low Priority,4480.0
CUST004515,4.84599589322382,734.4248898305084,0.75,0.77625,2.6643749999999997,1.0,734.4248898305084,1956.7833158421606,Low Value,1.15,0.9,4.0,1.0,Lisa,Brown,Medium,2,3559.02,Low Priority,711.8040000000001
CUST004519,3.589322381930185,1047.9053146453089,0.75,0.6075,2.41125,1.0,1047.9053146453089,2526.7616899385007,Low Value,0.9,0.9,3.0,0.5,Crystal,Hubbard,Medium,2,3761.2699999999995,Low Priority,752.2539999999999
CUST004520,2.324435318275154,7258.636051236749,0.65,0.5265000000000001,2.28975,1.2,8710.363261484099,19944.554277983218,Low Value,0.9,0.9,3.3333333333333335,0.6666666666666666,Donald,Tapia,High,2,16872.23,Low Priority,3374.446
CUST004524,5.486652977412731,254.62882485029942,0.75,0.6075,2.41125,1.0,254.62882485029942,613.9737539202845,Low Value,0.9,0.9,3.0,0.0,Jennifer,Keller,Medium,1,1397.06,Low Priority,279.412
CUST004527,1.0294318959616702,13821.263996010637,0.75,0.675,2.5125,1.0,13821.263996010637,34725.925789976725,Medium Value,1.0,0.9,3.5,1.0,Rachel,Miller,Medium,2,14228.05,Medium Priority,5691.22
CUST004529,2.080766598220397,936.2655098684212,0.85,0.6885,2.53275,0.9,842.6389588815791,2134.1938231073195,Low Value,0.9,0.9,3.3333333333333335,1.0,Cindy,Holt,Low,1,1948.15,Low Priority,389.63000000000005
CUST004535,2.299794661190965,9238.576973214287,0.75,0.77625,2.6643749999999997,1.0,9238.576973214287,24615.033523007813,Low Value,1.15,0.9,4.0,1.0,Eric,Lambert,Medium,2,21246.83,Low Priority,4249.366000000001
CUST004537,3.6632443531827517,3456.7500224215246,0.75,0.6075,2.41125,1.0,3456.7500224215246,8335.088491563902,Low Value,0.9,0.9,3.0,1.0,Tracy,Frey,Medium,2,12662.92,Low Priority,2532.5840000000003
CUST004538,2.001368925393566,45709.818334473326,0.85,0.8797499999999999,2.819625,0.9,41138.836501025995,115996.09186920541,High Value,1.15,0.9,4.0,1.0,Hannah,Winters,Low,2,91482.21,High Priority,54889.326
CUST004539,2.3381245722108144,1951.7437412177987,0.75,0.77625,2.6643749999999997,1.0,1951.7437412177987,5200.177230507172,Low Value,1.15,0.9,4.0,1.0,Austin,Li,Medium,1,4563.42,Low Priority,912.6840000000001
CUST004540,0.5284052019164955,11543.622163212436,0.75,0.675,2.5125,1.0,11543.622163212436,29003.350685071247,Medium Value,1.0,0.9,3.5,1.0,Kathryn,Andersen,Medium,2,6099.71,Medium Priority,2439.884
CUST004544,0.7912388774811773,4059.368278546713,0.75,0.675,2.5125,1.0,4059.368278546713,10199.162799848616,Low Value,1.0,0.9,3.6666666666666665,0.6666666666666666,Anthony,Gonzalez,Medium,2,3211.9300000000003,Low Priority,642.3860000000001
CUST004545,4.8405201916495555,1430.046715214932,0.75,0.77625,2.6643749999999997,1.0,1430.046715214932,3810.180716850784,Low Value,1.15,0.9,4.0,1.0,Christopher,Compton,Medium,2,6922.17,Low Priority,1384.4340000000002
CUST004554,4.334017796030117,609.7575331648767,0.65,0.468,2.202,1.2,731.709039797852,1611.22330563487,Low Value,0.8,0.9,2.5,0.5,Mary,Vasquez,High,2,2642.7,Low Priority,528.54
CUST004557,1.9575633127994525,1242.8257027972027,0.85,0.6885,2.53275,0.9,1118.5431325174825,2832.990118883654,Low Value,0.9,0.9,3.0,0.5,Michelle,Osborne,Low,1,2432.91,Low Priority,486.582
CUST004559,4.147843942505133,10249.469504950495,0.75,0.675,2.5125,1.0,10249.469504950495,25751.792131188122,Low Value,1.0,0.9,3.6,0.8,Jonathan,Young,Medium,2,42513.2,Low Priority,8502.64
CUST004561,0.9363449691991786,17227.528881578946,0.75,0.6075,2.41125,1.0,17227.528881578946,41539.87901570723,Medium Value,0.9,0.9,3.0,0.5,Philip,Henry,Medium,2,16130.91,Medium Priority,6452.3640000000005
CUST004563,0.12046543463381246,60974.58596590909,0.85,0.8415000000000001,2.7622500000000003,0.9,54877.12736931819,151584.34507589918,High Value,0.9,1.1,3.0,0.0,Michael,Turner,Low,2,7345.33,High Priority,4407.197999999999
CUST004575,1.949349760438056,32831.4606741573,0.85,0.935,2.9025,0.9,29548.314606741573,85763.98314606742,High Value,1.0,1.1,3.5,1.0,Mark,Shelton,Low,1,64000.0,High Priority,38400.0
CUST004576,3.0855578370978782,3698.890314995563,0.75,0.6075,2.41125,1.0,3698.890314995563,8918.94927203305,Low Value,0.9,0.9,3.3333333333333335,0.6666666666666666,Jonathan,Norman,Medium,2,11413.14,Low Priority,2282.628
CUST004578,1.7412731006160165,814.5706721698112,0.75,0.6075,2.41125,1.0,814.5706721698112,1964.1335332694573,Low Value,0.9,0.9,3.0,1.0,Kim,Smith,Medium,2,1418.3899999999999,Low Priority,283.678
CUST004579,3.8521560574948666,1765.2452025586354,0.75,0.5400000000000001,2.3100000000000005,1.0,1765.2452025586354,4077.7164179104484,Low Value,0.8,0.9,2.75,0.75,Monica,Ali,Medium,2,6800.0,Low Priority,1360.0
CUST004588,2.64476386036961,7927.838214285714,0.75,0.77625,2.6643749999999997,1.0,7927.838214285714,21122.733942187497,Low Value,1.15,0.9,4.0,1.0,Brian,Wallace,Medium,2,20967.26,Low Priority,4193.452
CUST004594,3.8548939082819986,1021.6727343749999,0.85,0.6120000000000001,2.418,0.9,919.5054609375,2223.364204546875,Low Value,0.8,0.9,2.5,0.5,Nicole,Gray,Low,2,3938.4399999999996,Low Priority,787.688
CUST004595,1.2402464065708418,3222.770877483444,0.85,0.8415000000000001,2.7622500000000003,0.9,2900.4937897350997,8011.88897069578,Low Value,0.9,1.1,3.0,1.0,Matthew,Castro,Low,2,3997.03,Low Priority,799.4060000000001
CUST004598,4.405201916495551,721.9237756370417,0.75,0.675,2.5125,1.0,721.9237756370417,1813.8334862880674,Low Value,1.0,0.9,3.5,1.0,Patrick,Banks,Medium,2,3180.2200000000003,Low Priority,636.0440000000001
CUST004599,0.49007529089664614,23516.30497206704,0.85,0.8797499999999999,2.819625,0.9,21164.674474860334,59676.44526617807,Medium Value,1.15,0.9,5.0,1.0,Katherine,Ellis,Low,2,11524.76,Medium Priority,4609.904
CUST004601,4.418891170431212,4073.420074349442,0.75,0.77625,2.6643749999999997,1.0,4073.420074349442,10853.118610594793,Low Value,1.15,0.9,4.0,1.0,Elizabeth,Waller,Medium,2,18000.0,Low Priority,3600.0
CUST004606,5.023956194387406,2050.929506811989,0.75,0.675,2.5125,1.0,2050.929506811989,5152.960385865123,Low Value,1.0,0.9,3.5,1.0,Deborah,Ward,Medium,2,10303.78,Low Priority,2060.7560000000003
CUST004607,5.223819301848049,229.37623427672955,0.75,0.5400000000000001,2.3100000000000005,1.0,229.37623427672955,529.8591011792454,Low Value,0.8,0.9,2.6,0.4,Dennis,Rodriguez,Medium,2,1198.22,Low Priority,239.644
CUST004608,0.9609856262833676,6763.888888888889,0.75,0.5400000000000001,2.3100000000000005,1.0,6763.888888888889,15624.583333333336,Low Value,0.8,0.9,2.6,0.6,Alec,Sherman,Medium,1,6500.0,Low Priority,1300.0
CUST004609,0.7967145790554415,18431.456365979382,0.85,0.6120000000000001,2.418,0.9,16588.310729381443,40110.53534364433,Medium Value,0.8,0.9,2.3333333333333335,0.6666666666666666,Kimberly,Rose,Low,2,14684.61,Medium Priority,5873.844000000001
CUST004612,3.4086242299794662,3191.542765060241,0.65,0.468,2.202,1.2,3829.851318072289,8433.33260239518,Low Value,0.8,0.9,1.5,0.5,Heather,Graham,High,2,10878.77,Low Priority,2175.7540000000004
CUST004616,1.6454483230663928,5127.824363560732,0.85,0.8797499999999999,2.819625,0.9,4615.041927204659,13012.687593994437,Low Value,1.15,0.9,4.0,1.0,Barbara,Smith,Low,2,8437.57,Low Priority,1687.5140000000001
CUST004618,2.858316221765914,3835.446867816091,0.75,0.675,2.5125,1.0,3835.446867816091,9636.560255387929,Low Value,1.0,0.9,3.6666666666666665,1.0,Jay,Bruce,Medium,2,10962.919999999998,Low Priority,2192.584
CUST004621,2.568104038329911,9256.591495202558,0.75,0.675,2.5125,1.0,9256.591495202558,23257.186131696428,Low Value,1.0,0.9,3.5,1.0,Patrick,Rogers,Medium,2,23771.89,Low Priority,4754.378
CUST004627,2.642026009582478,33761.88942746114,0.75,0.675,2.5125,1.0,33761.88942746114,84826.74718649611,High Value,1.0,0.9,3.5,1.0,Bethany,Garcia,Medium,2,89199.79000000001,Low Priority,17839.958000000002
CUST004635,2.598220396988364,3950.500123814542,0.85,0.8797499999999999,2.819625,0.9,3555.450111433088,10025.03602044952,Low Value,1.15,0.9,4.0,1.0,Latasha,Ford,Low,2,10264.27,Low Priority,2052.8540000000003
CUST004636,4.0191649555099245,708.958211852861,0.75,0.77625,2.6643749999999997,1.0,708.958211852861,1888.9305357054664,Low Value,1.15,0.9,4.0,0.5,Dustin,Holloway,Medium,1,2849.42,Low Priority,569.884
CUST004637,4.862422997946612,2550.1689189189187,0.75,0.675,2.5125,1.0,2550.1689189189187,6407.299408783784,Low Value,1.0,0.9,3.5,1.0,Alexandra,Cox,Medium,1,12400.0,Low Priority,2480.0
CUST004642,2.431211498973306,911.8622550675676,0.75,0.6075,2.41125,1.0,911.8622550675676,2198.727862531672,Low Value,0.9,0.9,3.0,1.0,Debra,Sullivan,Medium,1,2216.9300000000003,Low Priority,443.3860000000001
CUST004643,0.2026009582477755,7403.716216216217,0.85,0.765,2.6475,0.9,6663.344594594595,17641.20481418919,Low Value,1.0,0.9,3.5,1.0,Robert,Davis,Low,1,1500.0,Low Priority,300.0
CUST004648,0.34770704996577684,37655.83700787402,0.75,0.7425000000000002,2.6137500000000005,1.0,37655.83700787402,98422.94397933074,High Value,0.9,1.1,3.0,0.5,Angela,Bailey,Medium,2,13093.2,Low Priority,2618.6400000000003
CUST004650,0.7091033538672142,9434.53442084942,0.75,0.5400000000000001,2.3100000000000005,1.0,9434.53442084942,21793.774512162167,Low Value,0.8,0.9,2.5,1.0,Eileen,Doyle,Medium,2,6690.06,Low Priority,1338.0120000000002
